size	Count
1869	2
1594	3
2407	1
2066	2
1791	6
1541	2
1833	3
1845	3
1835	2
1345	7
923	4
1816	7
1019	4
1795	10
1294	8
1983	2
1435	3
1119	8
1757	4
1327	3
3389	1
2313	1
1717	3
2353	2
1626	2
751	3
1940	1
1315	3
2156	2
1678	9
2458	2
1424	3
2158	1
3073	1
2154	2
1564	4
1953	2
1629	3
1628	7
1860	1
1847	2
1867	3
997	4
925	4
2490	1
2376	2
2157	3
1526	2
2545	1
2915	2
1290	5
1789	4
1778	6
1547	1
1719	14
1530	2
2577	1
1546	4
1973	3
1517	3
1906	1
1533	1
1272	7
1958	1
2177	3
1395	1
1802	36
1863	2
1880	4
1821	3
1832	3
1661	19
1848	1
1782	9
1853	3
1199	3
1881	2
1861	2
1873	2
1529	3
1662	27
1903	2
1965	3
3183	1
1849	3
1889	1
1979	3
1405	3
945	2
1616	6
1599	5
2421	1
1600	1
2109	2
1763	16
1872	1
619	5
1752	5
1797	10
1115	4
3356	1
2171	2
1282	10
1274	7
1749	2
1941	1
1887	2
2378	4
1822	3
917	5
1469	1
1850	3
1701	27
1744	6
1576	2
2172	3
2123	1
1200	4
1827	3
767	4
1580	3
1947	2
2808	1
1211	2
114	1
205	3
196	1
1727	3
226	6
324	10
138	1
1733	1
2044	2
543	4
1617	3
2185	3
2522	2
2435	1
871	4
1420	4
475	3
3004	1
1124	4
1601	2
459	3
1620	2
3250	1
3481	1
2532	1
1588	4
4048	1
3391	1
2293	5
1417	4
572	3
2809	1
398	5
2434	1
3434	1
1748	7
570	3
2908	1
1870	1
1490	3
279	5
1091	3
3462	1
1611	7
487	5
3231	1
3179	1
491	4
401	5
3335	1
167	1
206	1
2923	1
944	3
2548	1
1498	2
333	4
4537	1
132	1
2729	1
3284	1
4657	1
2279	3
2029	3
2685	1
2918	1
2362	2
3006	1
1738	2
2292	9
2197	2
168	1
2318	1
2068	3
139	2
1691	27
1962	2
2349	2
732	5
2190	2
335	4
2023	1
190	3
2438	2
2692	2
2331	1
1283	12
2624	1
2374	4
748	4
2369	1
2305	1
2360	3
2321	1
1403	4
1501	1
2594	1
927	2
2593	1
1500	2
2302	1
2291	4
2301	3
2298	4
174	3
1412	2
1625	4
451	2
672	2
153	3
2152	6
209	3
2568	2
1955	1
2186	4
2475	1
2417	2
2017	2
2390	1
2372	4
2307	1
2248	7
1786	9
2257	1
2255	3
2244	5
2165	2
2159	1
2153	2
2148	5
2150	5
158	2
1862	1
149	1
2134	2
2132	1
2147	3
2149	3
1987	1
1505	1
1558	2
2007	1
1736	4
1623	3
1561	3
3145	1
3023	1
1463	3
2251	2
1093	4
2008	1
1586	2
1746	5
1279	10
1563	3
1663	28
2138	2
937	2
2772	1
1064	2
166	1
152	1
117	1
3783	1
2326	1
2294	3
2413	2
2396	2
2187	6
2261	2
2295	7
2469	1
2299	1
2473	1
2470	1
2297	3
1728	3
2451	2
2216	1
2231	1
2441	3
2273	3
1819	5
2217	1
1452	2
2268	1
1713	9
2288	4
2440	2
2400	1
2466	1
274	4
2414	1
2317	1
2189	3
2286	4
2224	1
2460	1
2287	1
2464	1
2275	1
2285	1
2239	4
2444	1
2087	1
2452	1
2453	1
2284	1
2076	9
2304	1
2246	2
2164	2
1745	5
2277	1
2359	1
2411	1
2426	1
2242	1
1632	2
2238	4
2227	2
1896	2
2221	1
2247	2
2345	1
2253	2
2146	3
2079	1
2140	2
2110	1
1985	1
2195	8
2209	2
2096	2
2204	3
2006	1
2241	2
2201	5
2249	3
2199	10
2245	3
1976	2
372	7
2264	2
2046	1
2196	8
2203	4
2274	1
2034	2
2232	1
3670	1
2250	3
2027	3
2047	2
1805	34
1966	1
2085	1
2240	2
2135	2
1128	1
2234	1
2088	1
2219	1
2161	1
2180	1
2222	1
2235	1
2233	1
1974	1
1943	1
2262	1
2077	1
2031	1
2073	13
2162	1
1644	5
2070	4
1922	1
2000	2
1907	1
2071	3
2064	3
2050	1
2254	1
2062	1
2072	2
1984	1
2179	1
2033	1
2282	1
2223	1
2163	1
2061	1
2168	2
2016	1
2005	1
969	3
1991	1
1978	1
2098	1
1929	1
1762	16
1886	2
1854	1
1836	1
1820	1
1801	29
1946	1
1754	10
1761	7
1708	21
3075	1
649	3
1208	3
1055	5
1047	3
1004	4
181	2
2424	1
375	2
424	4
540	3
215	1
2315	1
3324	1
2984	1
3714	1
1737	7
2670	1
268	3
194	3
140	1
1140	4
3455	1
284	5
2689	1
3789	1
3423	1
1589	3
329	3
2825	1
2176	2
4490	1
3347	1
3428	1
3252	1
1148	1
3188	1
3058	1
4434	1
188	1
260	3
890	2
164	4
4505	1
3117	1
1592	5
2053	1
3224	1
161	2
145	2
3938	1
389	2
189	1
2574	1
3172	1
1317	2
1796	12
1824	2
3184	1
