size	Count
6671	1
4454	6
9199	1
2081	4
2367	12
8213	2
7959	3
5059	2
3657	5
1695	14
2271	5
3692	70
3106	9
2710	5
3214	4
3109	8
1798	2
4527	9
3070	6
2121	9
3132	11
1275	9
3089	9
4110	4
2158	12
4346	3
899	2
2273	11
1336	5
3111	13
1914	6
1970	9
3091	9
3391	10
536	1
4133	4
4579	1
583	1
4509	18
2335	9
826	5
932	3
847	2
2747	7
4983	1
8394	2
1959	6
2915	2
2112	4
3679	10
3138	4
4254	1
648	2
2437	8
1742	8
1054	3
1642	21
5508	1
3362	7
4327	7
4349	3
2478	9
2334	9
2746	5
2739	5
4522	7
2571	3
3690	48
3631	3
2439	9
2867	8
1501	7
3534	1
2037	160
7888	4
8352	5
3062	11
4457	5
2457	7
3223	6
3006	5
7865	1
3240	4
3395	9
3015	5
3704	14
4107	3
4306	2
639	1
4336	4
8293	1
3016	7
2490	9
2321	6
8388	11
7449	1
3734	1
8328	5
1977	4
11608	1
8052	2
9615	2
159	3
4430	5
286	1
2122	2
8168	1
8108	2
2862	5
6993	2
4475	6
1500	10
3950	4
7154	2
3788	1
4237	9
3057	7
1438	8
7335	3
3743	5
2288	6
1889	9
1981	9
7684	1
10225	1
4052	4
2448	6
3036	6
2140	10
2363	8
1928	7
1517	9
2284	6
929	3
2608	5
1816	6
1100	9
2484	15
3324	3
7973	5
7445	1
2379	11
2941	5
3708	5
3029	8
3308	4
3426	25
2368	7
3959	1
3022	4
6844	2
2823	5
2190	7
3398	16
2911	5
3061	11
2718	3
1624	13
2740	6
784	1
2814	4
3911	1
2807	6
341	2
8602	1
1752	4
2341	6
1302	11
1322	5
7860	2
3762	1
4222	4
5364	1
2221	13
1990	9
3764	1
1430	4
7629	1
8236	2
4147	8
3012	5
4316	2
1266	7
2238	11
5963	1
3113	6
2694	8
3196	3
8125	3
2711	5
3856	2
3997	2
8343	6
3052	6
1348	11
2346	2
3252	2
2057	14
1873	5
4230	5
2481	14
2976	3
2208	5
2143	12
1270	7
2727	5
2730	4
2129	8
7556	2
1287	6
2509	7
7263	1
8053	4
2094	1
1498	6
3348	5
1694	14
3286	6
3149	10
2237	7
1344	5
4171	5
1646	26
3415	15
2488	16
1349	3
2863	10
6200	3
4245	3
2937	2
4283	2
11695	1
5528	1
1416	6
2025	7
1403	4
3121	11
8059	3
2012	2
3201	5
5541	1
2337	8
5226	3
7027	2
4238	3
5869	3
4196	6
4335	3
1267	7
3298	6
1532	8
2142	13
2110	5
8006	5
1824	4
3040	5
1503	6
8095	4
8345	5
4029	3
1727	5
1325	6
6902	3
7926	2
2513	15
1736	5
3069	13
1187	5
3853	2
3155	6
4772	2
1499	2
11183	2
2089	3
4378	4
6503	1
3302	7
9190	1
1589	10
29476	1
2330	8
2372	8
3821	4
6436	1
2698	5
4932	1
3350	5
1361	5
2523	10
2131	10
1575	3
7131	1
6892	1
774	5
2493	14
1975	4
2196	8
6010	3
1971	7
1355	10
3037	10
3366	9
9973	1
5338	2
10315	1
2865	4
4529	10
5242	3
3341	5
2519	14
4393	3
2286	6
507	1
3444	35
4389	5
2760	6
5019	1
2785	3
7700	1
6446	1
7712	2
1518	6
3579	2
2231	6
7146	1
1467	6
3329	11
4076	3
1849	5
3437	18
8532	1
2102	6
8312	6
1637	18
3570	3
4155	3
2461	9
2061	6
501	7
3356	8
1183	3
8830	2
1545	9
8325	2
4970	1
2833	6
4365	3
2642	5
4501	7
6506	1
3559	3
3499	6
6386	1
3417	17
4431	2
8009	4
2801	2
3216	3
2333	2
4968	3
2702	5
2661	4
2417	5
3491	2
3205	3
2755	5
2847	7
1268	4
3071	6
1321	9
4201	5
3246	1
1077	1
4402	3
7522	3
2525	24
